International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2024-011M,58776,STARLINK-31117,95.69,53.16,553,551,0.0001554,,1.01
2024-011N,58777,STARLINK-31132,94.10,53.16,476,474,0.0001399,,1.15
2024-011P,58778,STARLINK-31120,95.69,53.16,553,551,0.0001415,,1.02
2024-011Q,58779,STARLINK-31142,95.69,53.16,553,551,0.0001337,,0.55
2024-011S,58781,STARLINK-31099,95.68,53.16,552,551,0.0000961,,0.97
2024-011T,58782,STARLINK-31060,93.24,53.16,439,428,0.0008147,,0.39
2024-011U,58783,STARLINK-31047,95.69,53.16,553,551,0.0001494,,0.58
2024-011V,58784,STARLINK-31039,95.69,53.16,553,551,0.0001271,,0.97
2024-011W,58785,STARLINK-31034,94.10,53.16,476,474,0.0001134,,1.12
2024-011X,58786,STARLINK-31024,95.68,53.16,553,551,0.0001570,,0.57
2024-012A,58787,STARLINK-31189,94.37,43.00,489,487,0.0001034,,0.70
2024-012B,58788,STARLINK-31185,94.37,43.00,489,487,0.0000746,,0.70
2024-012C,58789,STARLINK-31166,94.37,43.00,489,487,0.0000926,,0.69
2024-012D,58790,STARLINK-31187,94.37,43.00,489,487,0.0000991,,0.71
2024-012E,58791,STARLINK-31162,94.37,43.00,489,487,0.0000965,,0.69
2024-012G,58793,STARLINK-31184,94.37,43.00,489,487,0.0000986,,0.71
2024-012H,58794,STARLINK-31192,94.37,43.00,488,488,0.0000539,,0.95
2024-012J,58795,STARLINK-31161,94.37,43.00,489,487,0.0001551,,1.05
2024-012K,58796,STARLINK-31195,94.37,43.00,489,487,0.0001166,,1.18
2024-012L,58797,STARLINK-31193,94.37,43.00,489,487,0.0000774,,0.92
2024-012M,58798,STARLINK-31168,94.37,42.99,489,487,0.0002012,,0.92
2024-012P,58800,STARLINK-31191,94.37,42.99,488,487,0.0000786,,0.92
2024-012Q,58801,STARLINK-31170,94.37,42.99,490,486,0.0003159,,0.93
2024-012R,58802,STARLINK-31173,94.15,43.00,479,476,0.0002218,,0.72
2024-012S,58803,STARLINK-31141,94.37,43.00,489,487,0.0001694,,0.67
2024-012T,58804,STARLINK-31188,94.37,43.00,489,487,0.0001851,,1.13
2024-012V,58806,STARLINK-31138,94.37,43.00,488,487,0.0000787,,0.70
2024-012W,58807,STARLINK-31163,94.37,43.00,489,487,0.0001586,,0.94
2024-012X,58808,STARLINK-31174,94.37,43.00,489,487,0.0000786,,0.68
2024-012Y,58809,STARLINK-31169,94.37,43.01,491,485,0.0004250,,0.68
2024-017A,58826,STARLINK-31233,93.86,53.16,464,462,0.0001099,,0.91
2024-017B,58827,STARLINK-31271,93.86,53.16,465,462,0.0001924,,0.62
2024-017C,58828,STARLINK-31222,93.86,53.16,464,462,0.0001254,,0.89
2024-017D,58829,STARLINK-31258,93.86,53.16,464,462,0.0001311,,0.89
2024-017E,58830,STARLINK-31253,93.86,53.16,464,462,0.0001575,,0.89
2024-017F,58831,STARLINK-31232,93.86,53.16,464,462,0.0001164,,0.90
2024-017G,58832,STARLINK-31263,93.86,53.16,464,462,0.0001150,,0.90
2024-017H,58833,STARLINK-31175,90.55,53.14,312,291,0.0015741,,0.39
2024-017J,58834,STARLINK-31171,93.63,53.16,455,449,0.0004306,,0.60
2024-017K,58835,STARLINK-31246,93.86,53.16,464,463,0.0001230,,1.23
2024-017L,58836,STARLINK-31251,93.86,53.16,464,462,0.0001335,,0.59
2024-017M,58837,STARLINK-31172,92.90,53.16,425,408,0.0013159,,0.72
2024-017N,58838,STARLINK-31249,93.86,53.16,464,462,0.0001729,,0.91
2024-017P,58839,STARLINK-31250,93.86,53.16,464,462,0.0001151,,0.59
2024-017Q,58840,STARLINK-31248,94.27,53.16,484,482,0.0001708,,0.61
2024-017R,58841,STARLINK-31236,93.86,53.16,464,462,0.0001636,,0.59
2024-017S,58842,STARLINK-31228,93.86,53.16,464,462,0.0001609,,0.60
2024-017T,58843,STARLINK-31280,93.86,53.16,464,463,0.0000726,,0.60
2024-017U,58844,STARLINK-31269,95.69,53.16,553,551,0.0001644,,1.23
2024-017V,58845,STARLINK-31264,95.69,53.16,553,551,0.0001714,,0.53
2024-017W,58846,STARLINK-31273,93.86,53.16,464,462,0.0001341,,1.19
2024-017X,58847,STARLINK-31262,95.69,53.16,553,550,0.0002112,,0.47
2024-019A,58853,STARLINK-31238,94.37,43.00,489,487,0.0001691,,0.90
2024-019B,58854,STARLINK-31158,94.37,43.00,489,487,0.0001163,,0.68
2024-019C,58855,STARLINK-31237,94.37,43.00,489,487,0.0001744,,0.49
2024-019D,58856,STARLINK-31244,94.37,43.00,489,487,0.0001133,,0.73
2024-019E,58857,STARLINK-31216,93.83,43.00,469,455,0.0010264,,0.88
2024-019F,58858,STARLINK-31226,94.37,43.00,489,487,0.0001150,,0.67
2024-019G,58859,STARLINK-31197,94.37,43.00,489,487,0.0001020,,0.98
2024-019H,58860,STARLINK-31213,94.37,43.00,489,487,0.0001327,,0.97
2024-019J,58861,STARLINK-31199,94.37,43.00,489,487,0.0001029,,0.86
2024-019K,58862,STARLINK-31200,94.37,43.00,489,487,0.0001422,,0.88
2024-019L,58863,STARLINK-31149,94.37,43.00,489,487,0.0001558,,0.69
2024-019M,58864,STARLINK-31242,94.37,43.00,489,487,0.0001066,,0.72
2024-019N,58865,STARLINK-31223,94.37,43.00,488,488,0.0000470,,0.88
2024-019P,58866,STARLINK-31219,94.37,43.00,490,486,0.0002387,,0.70
2024-019Q,58867,STARLINK-31198,94.37,43.01,489,487,0.0001405,,0.87
2024-019R,58868,STARLINK-31196,94.37,43.00,489,487,0.0001193,,0.86
2024-019S,58869,STARLINK-31203,94.37,43.00,489,487,0.0001470,,0.72
2024-019T,58870,STARLINK-31201,94.37,43.00,489,487,0.0001397,,0.89
2024-019U,58871,STARLINK-31214,94.37,43.00,489,487,0.0001999,,0.71
2024-019V,58872,STARLINK-31215,94.37,43.01,490,487,0.0002104,,0.98
2024-019W,58873,STARLINK-31177,94.37,43.00,489,487,0.0001599,,0.88
2024-019X,58874,STARLINK-30945,94.37,43.00,489,487,0.0001098,,0.67
2024-019Y,58875,STARLINK-31212,94.37,43.00,489,487,0.0001628,,0.70
2024-020A,58876,STARLINK-31306,93.86,53.16,464,462,0.0001428,,0.58
2024-020B,58877,STARLINK-31326,94.11,53.16,476,474,0.0001118,,1.06
2024-020C,58878,STARLINK-31300,93.86,53.16,464,462,0.0001510,,0.58
2024-020D,58879,STARLINK-31296,93.71,53.16,458,454,0.0003294,,0.92
2024-020E,58880,STARLINK-31328,93.86,53.16,464,463,0.0000838,,1.03
2024-020F,58881,STARLINK-31260,94.11,53.16,476,475,0.0001107,,0.39
2024-020G,58882,STARLINK-31323,94.11,53.16,476,474,0.0001319,,0.72
2024-020H,58883,STARLINK-31209,94.11,53.16,476,474,0.0001490,,0.58
2024-020J,58884,STARLINK-31315,94.11,53.16,476,475,0.0000891,,0.67
2024-020K,58885,STARLINK-31318,94.11,53.16,476,475,0.0000995,,0.61
2024-020L,58886,STARLINK-31320,94.11,53.16,476,474,0.0001199,,0.57
2024-020M,58887,STARLINK-31321,94.10,53.16,476,474,0.0001266,,1.03
2024-020P,58889,STARLINK-31007,94.11,53.16,476,474,0.0001204,,1.03
2024-020Q,58890,STARLINK-31230,94.11,53.16,476,474,0.0001276,,1.03
2024-020R,58891,STARLINK-31245,94.10,53.16,476,474,0.0001845,,0.72
2024-020S,58892,STARLINK-31254,94.11,53.16,476,475,0.0000873,,0.61
2024-020T,58893,STARLINK-31255,94.11,53.16,476,474,0.0001129,,1.02
2024-020U,58894,STARLINK-31243,94.10,53.16,476,474,0.0001132,,1.02
2024-020V,58895,STARLINK-31218,94.11,53.16,476,474,0.0001274,,1.02
2024-020W,58896,STARLINK-31221,94.11,53.16,476,474,0.0001299,,1.00
2024-020X,58897,STARLINK-31190,94.11,53.16,476,474,0.0001129,,0.62
2024-027A,58931,STARLINK-31317,94.11,53.16,477,474,0.0001782,,1.02
2024-027B,58932,STARLINK-31378,94.11,53.16,476,475,0.0001008,,1.02
2024-027C,58933,STARLINK-31350,94.11,53.16,476,474,0.0001364,,0.64
2024-027D,58934,STARLINK-31337,94.11,53.16,476,475,0.0000979,,0.64
2024-027E,58935,STARLINK-31362,94.11,53.16,476,475,0.0001019,,1.05
2024-027F,58936,STARLINK-31383,94.11,53.16,476,475,0.0001011,,1.05
2024-027G,58937,STARLINK-31390,94.11,53.16,476,474,0.0001084,,1.05
2024-027H,58938,STARLINK-31377,94.11,53.16,476,475,0.0000861,,1.05
2024-027J,58939,STARLINK-31372,94.11,53.16,476,474,0.0001390,,1.06
2024-027K,58940,STARLINK-31371,94.11,53.16,476,474,0.0001202,,1.06
2024-027L,58941,STARLINK-31345,94.11,53.16,476,474,0.0001374,,1.06
2024-027M,58942,STARLINK-31354,94.10,53.16,476,474,0.0001194,,1.06
2024-027N,58943,STARLINK-31346,94.11,53.16,476,474,0.0001436,,0.61
2024-027P,58944,STARLINK-31336,94.11,53.16,476,475,0.0001088,,1.05
2024-027Q,58945,STARLINK-31359,92.63,53.16,413,394,0.0013452,,0.72
2024-027R,58946,STARLINK-31331,94.11,53.16,476,474,0.0001274,,0.62
2024-027S,58947,STARLINK-31116,94.10,53.16,476,474,0.0001563,,1.07
2024-027T,58948,STARLINK-31311,94.11,53.16,476,474,0.0001434,,1.08
2024-027U,58949,STARLINK-31294,94.11,53.16,476,474,0.0001083,,1.05
2024-027W,58951,STARLINK-31330,94.11,53.16,476,474,0.0001144,,0.61
2024-027X,58952,STARLINK-31293,94.10,53.16,476,474,0.0001512,,1.01
2024-031A,58965,STARLINK-31373,94.11,53.16,476,474,0.0001034,,0.68
2024-031B,58966,STARLINK-31449,94.11,53.16,476,474,0.0001109,,0.68
2024-031C,58967,STARLINK-31314,94.11,53.16,476,474,0.0001306,,1.07
2024-031D,58968,STARLINK-31356,93.61,53.16,456,447,0.0006732,,0.39
2024-031E,58969,STARLINK-31335,94.11,53.16,476,474,0.0001188,,1.06
2024-031F,58970,STARLINK-31368,94.11,53.16,476,474,0.0001122,,1.06
2024-031G,58971,STARLINK-31333,94.11,53.16,476,474,0.0001402,,1.05
2024-031H,58972,STARLINK-31351,94.11,53.16,476,474,0.0001780,,0.66
2024-031J,58973,STARLINK-31365,94.10,53.16,476,474,0.0001162,,1.11
2024-031K,58974,STARLINK-31361,94.11,53.16,477,474,0.0001931,,1.11
2024-031L,58975,STARLINK-31369,94.11,53.16,476,474,0.0001428,,0.65
2024-031M,58976,STARLINK-31324,94.11,53.16,476,474,0.0001545,,0.65
2024-031N,58977,STARLINK-31358,94.10,53.16,476,475,0.0000951,,0.68
2024-031P,58978,STARLINK-31355,94.10,53.16,476,474,0.0001337,,1.10
2024-031Q,58979,STARLINK-31380,94.11,53.16,476,474,0.0001310,,1.10
2024-031R,58980,STARLINK-31353,94.11,53.16,476,474,0.0001490,,1.10
2024-031S,58981,STARLINK-31339,94.10,53.16,476,474,0.0001310,,1.09
2024-031T,58982,STARLINK-31360,93.22,53.16,436,428,0.0006003,,1.16
2024-031U,58983,STARLINK-31384,94.10,53.16,476,474,0.0001464,,1.09
2024-031V,58984,STARLINK-31379,94.11,53.16,476,474,0.0001255,,1.08
2024-031W,58985,STARLINK-31385,94.11,53.16,476,474,0.0001190,,1.11
2024-031X,58986,STARLINK-31229,94.11,53.16,476,474,0.0001557,,0.68
2024-036A,58998,STARLINK-31468,94.10,53.16,476,474,0.0001148,,0.61
2024-036B,58999,STARLINK-31440,94.11,53.16,476,475,0.0001049,,0.55
2024-036C,59000,STARLINK-31529,93.99,53.16,470,469,0.0000891,,0.56
2024-036E,59002,STARLINK-31431,94.11,53.16,476,475,0.0000998,,1.29
2024-036G,59004,STARLINK-31435,94.11,53.16,476,475,0.0001026,,0.54
2024-036H,59005,STARLINK-31484,94.11,53.16,476,474,0.0001145,,0.54
2024-036J,59006,STARLINK-31450,94.10,53.16,476,474,0.0001153,,1.25
2024-036K,59007,STARLINK-31456,94.11,53.16,476,475,0.0000890,,0.73
2024-036L,59008,STARLINK-31460,94.10,53.16,476,474,0.0001025,,0.77
2024-036M,59009,STARLINK-31488,94.11,53.16,476,475,0.0001093,,0.54
2024-036N,59010,STARLINK-31528,94.11,53.16,476,475,0.0000697,,0.62
2024-036P,59011,STARLINK-31491,94.11,53.16,476,475,0.0000687,,0.62
2024-036Q,59012,STARLINK-31465,94.11,53.16,476,475,0.0000597,,0.75
2024-036R,59013,STARLINK-31389,94.11,53.16,476,475,0.0000891,,0.55
2024-036S,59014,STARLINK-31454,94.11,53.16,476,475,0.0000856,,1.28
2024-036T,59015,STARLINK-31521,94.11,53.16,476,474,0.0001198,,1.28
2024-036U,59016,STARLINK-31526,93.53,53.16,449,446,0.0001843,,0.78
2024-036V,59017,STARLINK-31406,94.11,53.16,476,475,0.0000911,,1.28
2024-036W,59018,STARLINK-31527,94.11,53.16,477,474,0.0001730,,1.68
2024-036X,59019,STARLINK-31436,94.11,53.16,476,475,0.0001086,,0.55
2024-038A,59023,STARLINK-30996,94.37,43.00,489,488,0.0000963,,0.48
2024-038B,59024,STARLINK-31006,93.46,43.00,446,442,0.0002297,,0.60
2024-038C,59025,STARLINK-31178,94.37,43.00,489,487,0.0000815,,0.48
2024-038D,59026,STARLINK-31227,94.37,43.01,493,483,0.0007039,,0.48
2024-038E,59027,STARLINK-30863,94.37,43.00,489,487,0.0002110,,0.49
2024-038F,59028,STARLINK-31206,93.46,43.00,444,443,0.0001082,,0.55
2024-038G,59029,STARLINK-31224,94.37,43.00,489,487,0.0001343,,0.49
2024-038H,59030,STARLINK-31186,94.37,43.00,489,487,0.0001673,,0.49
2024-038J,59031,STARLINK-31211,94.37,43.00,490,486,0.0002380,,0.49
2024-038K,59032,STARLINK-30862,94.21,43.00,483,477,0.0003936,,0.39
2024-038L,59033,STARLINK-31210,94.37,43.00,491,486,0.0003842,,0.60
2024-038M,59034,STARLINK-31231,94.37,43.00,489,487,0.0001145,,0.60
2024-038N,59035,STARLINK-31207,94.37,43.00,490,487,0.0002078,,0.60
2024-038P,59036,STARLINK-31217,93.12,43.00,433,422,0.0007730,,0.39
2024-038Q,59037,STARLINK-31208,94.37,43.01,489,487,0.0001845,,1.09
2024-038R,59038,STARLINK-31235,94.37,43.01,489,487,0.0001553,,0.60
2024-038S,59039,STARLINK-31220,94.37,43.00,490,486,0.0002780,,0.51
2024-038T,59040,STARLINK-31225,94.37,43.00,489,487,0.0001333,,0.50
2024-038U,59041,STARLINK-31240,94.37,43.00,489,487,0.0001159,,0.51
2024-038V,59042,STARLINK-31202,94.37,43.00,489,487,0.0001207,,0.53
2024-038W,59043,STARLINK-31234,94.37,43.00,489,487,0.0001444,,0.52
2024-038X,59044,STARLINK-31153,94.37,43.00,490,486,0.0003235,,0.48
2024-038Y,59045,STARLINK-31241,94.37,43.00,489,487,0.0001044,,0.52
2024-038Z,59046,STARLINK-31205,94.37,43.00,489,487,0.0001050,,0.66
2024-041A,59074,STARLINK-31265,94.37,43.00,489,487,0.0001330,,0.63
2024-041B,59075,STARLINK-31276,94.37,43.00,489,487,0.0001410,,0.59
2024-041C,59076,STARLINK-31259,94.37,43.00,489,487,0.0001738,,0.59
2024-041D,59077,STARLINK-31281,94.37,43.00,489,487,0.0001358,,0.59
2024-041E,59078,STARLINK-31274,94.37,43.00,489,487,0.0001478,,0.63
2024-041F,59079,STARLINK-31257,94.37,43.00,489,487,0.0001304,,0.64
2024-041G,59080,STARLINK-31299,93.47,43.00,445,443,0.0001238,,0.75
2024-041H,59081,STARLINK-31292,94.37,43.00,489,487,0.0001832,,0.99
2024-041J,59082,STARLINK-31286,94.37,43.00,489,487,0.0001489,,0.60
2024-041K,59083,STARLINK-31252,92.35,43.00,401,378,0.0017296,,0.72
2024-041L,59084,STARLINK-31261,94.37,43.00,489,487,0.0001594,,1.29
2024-041M,59085,STARLINK-31290,94.12,43.00,480,471,0.0006736,,0.60
2024-041N,59086,STARLINK-31279,94.37,43.01,488,488,0.0000683,,0.64
2024-041P,59087,STARLINK-31266,94.37,43.00,490,486,0.0002371,,0.61
2024-041Q,59088,STARLINK-31313,94.37,43.00,489,487,0.0001692,,0.61
2024-041R,59089,STARLINK-31307,94.37,43.00,489,487,0.0001162,,0.59
2024-041S,59090,STARLINK-31316,93.46,43.00,445,443,0.0001625,,0.63
2024-041U,59092,STARLINK-31310,94.37,43.01,489,487,0.0001376,,0.62
2024-041V,59093,STARLINK-31343,94.37,43.00,489,487,0.0001689,,0.58
2024-041X,59095,STARLINK-31295,94.37,43.01,489,487,0.0001082,,0.63
2024-041Y,59096,STARLINK-31291,94.37,43.00,489,487,0.0001483,,0.58
2024-044A,59152,STARLINK-31312,93.47,43.01,447,441,0.0004182,,0.54
2024-044B,59153,STARLINK-31308,93.46,43.00,444,444,0.0000108,,0.59
2024-044C,59154,STARLINK-31270,94.37,43.00,489,487,0.0001838,,0.52
2024-044D,59155,STARLINK-31341,94.37,43.00,488,488,0.0000618,,0.87
2024-044E,59156,STARLINK-31338,94.37,43.00,489,487,0.0001054,,1.07
2024-044F,59157,STARLINK-31334,94.37,43.00,489,488,0.0000627,,1.07
2024-044G,59158,STARLINK-31297,94.37,43.01,489,488,0.0000644,,0.85
2024-044H,59159,STARLINK-31182,94.37,43.00,489,486,0.0001965,,1.07
2024-044J,59160,STARLINK-31327,94.37,43.01,489,487,0.0001195,,0.85
2024-044K,59161,STARLINK-31256,94.37,43.00,489,487,0.0001508,,0.49
2024-044L,59162,STARLINK-31272,94.37,43.00,490,486,0.0002707,,0.49
2024-044M,59163,STARLINK-31278,94.37,43.00,489,487,0.0001288,,1.08
2024-044N,59164,STARLINK-31309,94.37,43.00,488,488,0.0000543,,0.82
2024-044P,59165,STARLINK-31325,94.37,43.00,489,487,0.0000878,,0.50
2024-044Q,59166,STARLINK-31342,94.37,43.00,489,487,0.0001386,,0.50
2024-044R,59167,STARLINK-31298,94.37,43.00,490,487,0.0002176,,0.50
2024-044S,59168,STARLINK-31322,94.37,43.00,489,488,0.0000609,,0.86
2024-044T,59169,STARLINK-31329,94.37,43.00,489,487,0.0001510,,0.86
2024-044U,59170,STARLINK-31340,93.46,43.00,445,443,0.0001373,,0.60
2024-044V,59171,STARLINK-31344,94.37,43.00,489,487,0.0001062,,0.86
2024-044W,59172,STARLINK-31348,93.46,43.00,446,443,0.0002179,,0.53
2024-044X,59173,STARLINK-31289,94.37,43.00,489,487,0.0001023,,0.52
2024-044Y,59174,STARLINK-31283,93.46,43.00,445,443,0.0001642,,0.39
2024-045A,59178,STARLINK-31439,93.46,43.00,445,443,0.0002093,,0.49
2024-045B,59179,STARLINK-31410,93.47,43.00,445,443,0.0001387,,0.52
2024-045C,59180,STARLINK-31395,93.46,43.01,445,443,0.0001825,,0.53
2024-045D,59181,STARLINK-31486,93.46,43.00,445,443,0.0001092,,1.08
2024-045E,59182,STARLINK-31411,93.46,43.00,444,444,0.0000099,,1.08
2024-045F,59183,STARLINK-31347,92.45,43.00,404,385,0.0014517,,1.09
2024-045G,59184,STARLINK-31382,93.46,43.00,445,443,0.0001401,,0.53
2024-045H,59185,STARLINK-31394,93.46,43.00,445,443,0.0001449,,0.86
2024-045J,59186,STARLINK-31403,93.46,43.00,444,444,0.0000227,,0.58
2024-045K,59187,STARLINK-31514,93.46,43.00,445,443,0.0001538,,0.52
2024-045L,59188,STARLINK-31478,93.46,43.00,445,443,0.0001707,,0.51
2024-045M,59189,STARLINK-31498,93.46,43.00,445,443,0.0001027,,0.55
2024-045N,59190,STARLINK-31563,93.47,43.00,445,443,0.0001353,,0.51
2024-045P,59191,STARLINK-31551,93.46,43.00,445,443,0.0001345,,0.83
2024-045Q,59192,STARLINK-31536,93.47,43.00,445,443,0.0001372,,0.47
2024-045R,59193,STARLINK-31548,93.47,43.00,446,443,0.0002128,,0.53
2024-045S,59194,STARLINK-31542,93.46,43.00,445,443,0.0001530,,0.50
2024-045T,59195,STARLINK-31554,93.46,43.00,444,444,0.0000307,,1.08
2024-045U,59196,STARLINK-31558,93.46,43.00,445,443,0.0001886,,0.50
2024-045V,59197,STARLINK-31275,93.46,43.00,445,443,0.0001852,,0.85
2024-045W,59198,STARLINK-31590,93.46,43.00,445,443,0.0001707,,0.87
2024-045X,59199,STARLINK-31567,93.46,43.00,445,443,0.0002092,,0.84
2024-045Y,59200,STARLINK-31503,93.47,43.01,447,442,0.0003750,,0.52
2024-046A,59201,STARLINK-31603,94.11,53.16,476,475,0.0000628,,1.06
2024-046B,59202,STARLINK-31602,94.11,53.16,476,475,0.0001019,,0.51
2024-046C,59203,STARLINK-31577,94.11,53.16,476,475,0.0001262,,0.72
2024-046D,59204,STARLINK-31522,94.11,53.16,476,475,0.0001029,,0.47
2024-046E,59205,STARLINK-31586,94.11,53.16,477,474,0.0002438,,0.50
2024-046F,59206,STARLINK-31247,94.11,53.16,476,475,0.0000878,,0.49
2024-046G,59207,STARLINK-31591,94.11,53.16,476,475,0.0000907,,0.49
2024-046H,59208,STARLINK-31576,94.10,53.16,476,475,0.0000893,,1.04
2024-046J,59209,STARLINK-31601,94.11,53.16,476,474,0.0001621,,1.05
2024-046K,59210,STARLINK-31520,94.11,53.16,476,475,0.0000629,,0.49
2024-046L,59211,STARLINK-31496,94.11,53.16,476,474,0.0001273,,0.48
2024-046M,59212,STARLINK-31492,94.11,53.16,476,474,0.0001471,,0.60
2024-046N,59213,STARLINK-31517,94.11,53.16,476,474,0.0001162,,0.57
2024-046P,59214,STARLINK-31604,94.11,53.16,476,475,0.0000925,,0.50
2024-046Q,59215,STARLINK-31434,94.11,53.16,476,474,0.0001292,,1.05
2024-046R,59216,STARLINK-31417,94.10,53.16,476,474,0.0001063,,1.06
2024-046S,59217,STARLINK-31499,94.11,53.16,476,475,0.0000526,,0.52
2024-046T,59218,STARLINK-31421,94.03,53.16,473,470,0.0001880,,0.49
2024-046U,59219,STARLINK-31518,94.11,53.16,476,474,0.0001320,,0.51
2024-046V,59220,STARLINK-31523,94.11,53.16,476,475,0.0000872,,0.50
2024-046W,59221,STARLINK-31516,94.10,53.16,476,474,0.0001028,,0.59
2024-046X,59222,STARLINK-31490,94.10,53.16,476,474,0.0001262,,0.47
2024-046Y,59223,STARLINK-31420,94.11,53.16,476,474,0.0001250,,0.48
2024-049A,59231,STARLINK-31304,93.47,43.00,445,443,0.0001869,,0.94
2024-049B,59232,STARLINK-31305,93.47,43.00,446,443,0.0002391,,0.71
2024-049C,59233,STARLINK-31459,93.46,43.01,446,442,0.0003185,,0.71
2024-049D,59234,STARLINK-31438,93.47,43.00,445,443,0.0001658,,0.68
2024-049E,59235,STARLINK-31467,93.47,43.00,445,443,0.0001711,,0.71
2024-049F,59236,STARLINK-31444,90.30,42.99,304,274,0.0021994,,0.39
2024-049G,59237,STARLINK-31505,93.47,43.00,444,444,0.0000359,,0.71
2024-049H,59238,STARLINK-31494,93.46,43.00,445,442,0.0002229,,0.95
2024-049J,59239,STARLINK-31303,93.46,43.00,445,443,0.0002063,,0.93
2024-049K,59240,STARLINK-31408,93.47,43.00,446,443,0.0002226,,0.70
2024-049L,59241,STARLINK-31427,93.46,43.00,444,444,0.0000468,,0.92
2024-049M,59242,STARLINK-31423,93.46,43.00,445,444,0.0000700,,0.93
2024-049N,59243,STARLINK-31433,93.46,43.00,445,443,0.0001239,,0.70
2024-049P,59244,STARLINK-31285,93.46,43.00,446,442,0.0002594,,1.34
2024-049Q,59245,STARLINK-31268,93.46,43.00,444,443,0.0000645,,0.95
2024-049R,59246,STARLINK-31284,93.46,43.00,444,444,0.0000626,,0.70
2024-049S,59247,STARLINK-31424,93.46,43.00,445,443,0.0000927,,0.69
2024-049T,59248,STARLINK-31405,93.46,43.01,446,442,0.0002485,,0.72
2024-049U,59249,STARLINK-31426,93.46,43.00,446,442,0.0002519,,0.92
2024-049V,59250,STARLINK-31407,93.46,43.00,445,443,0.0000957,,1.07
2024-049W,59251,STARLINK-31418,93.14,43.00,431,425,0.0004054,,0.47
2024-049X,59252,STARLINK-31393,93.47,43.00,445,443,0.0001032,,0.72
2024-049Y,59253,STARLINK-31425,93.47,43.00,446,443,0.0002520,,0.70
2024-050A,59254,STARLINK-31659,94.11,53.16,476,474,0.0001181,,1.41
2024-050B,59255,STARLINK-31629,94.11,53.16,476,474,0.0001146,,1.47
2024-050C,59256,STARLINK-31652,94.11,53.16,476,474,0.0001315,,1.28
2024-050D,59257,STARLINK-31655,92.79,53.15,422,401,0.0015936,,0.39
2024-050E,59258,STARLINK-31637,94.10,53.16,476,474,0.0000993,,0.96
2024-050F,59259,STARLINK-31506,94.10,53.16,476,475,0.0000957,,1.27
2024-050G,59260,STARLINK-31288,94.11,53.16,476,474,0.0001161,,0.99
2024-050H,59261,STARLINK-31639,94.11,53.16,476,474,0.0001254,,0.96
2024-050J,59262,STARLINK-31673,94.11,53.16,476,474,0.0001084,,1.41
2024-050K,59263,STARLINK-31598,94.11,53.16,476,474,0.0001428,,1.30
2024-050L,59264,STARLINK-31645,94.11,53.16,476,474,0.0001189,,1.00
2024-050M,59265,STARLINK-31646,94.10,53.16,476,474,0.0001077,,1.39
2024-050N,59266,STARLINK-31648,94.10,53.16,476,474,0.0001225,,1.28
2024-050P,59267,STARLINK-31579,94.10,53.16,476,475,0.0000712,,1.01
2024-050Q,59268,STARLINK-31627,94.11,53.16,477,474,0.0001627,,0.98
2024-050R,59269,STARLINK-31609,94.11,53.16,476,475,0.0000769,,1.39
2024-050S,59270,STARLINK-31616,94.11,53.16,476,475,0.0000904,,0.99
2024-050T,59271,STARLINK-31630,93.53,53.16,448,446,0.0001380,,1.31
2024-050U,59272,STARLINK-31623,94.11,53.16,476,474,0.0001507,,0.97
2024-050V,59273,STARLINK-31595,94.10,53.16,476,475,0.0000894,,1.31
2024-056A,59296,STARLINK-31463,93.46,43.00,445,443,0.0001468,,0.88
2024-056B,59297,STARLINK-31487,93.46,43.00,445,443,0.0001861,,0.86
2024-056C,59298,STARLINK-31386,93.47,43.00,445,443,0.0001632,,0.85
2024-056D,59299,STARLINK-31409,93.46,43.00,445,443,0.0001382,,1.09
2024-056E,59300,STARLINK-31489,93.47,43.00,448,440,0.0005893,,0.84
2024-056F,59301,STARLINK-31502,93.46,43.00,445,443,0.0001573,,0.88
2024-056G,59302,STARLINK-31447,93.46,43.00,445,443,0.0001930,,0.85
2024-056H,59303,STARLINK-31504,93.46,43.00,445,443,0.0001072,,0.86
2024-056J,59304,STARLINK-31474,93.46,43.00,445,444,0.0000724,,0.87
2024-056K,59305,STARLINK-31500,93.46,43.00,445,443,0.0001810,,0.72
2024-056L,59306,STARLINK-31480,93.46,43.00,446,442,0.0002909,,0.71
2024-056M,59307,STARLINK-31282,93.46,43.00,445,443,0.0001278,,0.86
2024-056N,59308,STARLINK-31485,93.46,43.00,445,443,0.0001679,,0.87
2024-056P,59309,STARLINK-31455,93.46,43.00,445,443,0.0001971,,0.70
2024-056Q,59310,STARLINK-31475,93.46,43.00,445,443,0.0001203,,0.70
2024-056S,59312,STARLINK-31445,93.46,43.00,446,442,0.0002417,,0.87
2024-056T,59313,STARLINK-31495,93.46,43.00,445,443,0.0001489,,0.88
2024-056U,59314,STARLINK-31477,93.46,43.00,445,443,0.0001301,,0.96
2024-056V,59315,STARLINK-31446,93.46,43.00,446,442,0.0002293,,1.16
2024-056W,59316,STARLINK-31479,93.46,43.00,446,443,0.0002245,,0.86
2024-056X,59317,STARLINK-31349,93.47,43.00,445,443,0.0001754,,0.85
2024-056Y,59318,STARLINK-31464,93.46,43.00,445,443,0.0001484,,0.71
2024-057A,59320,STARLINK-31402,91.61,43.00,369,338,0.0022662,,0.72
