International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2023-015AC,55475,STARLINK-5650,95.84,43,560,558,0.0001719,,0.4
2023-015AE,55477,STARLINK-5685,95.84,43,560,559,0.000075,,0.47
2023-015AF,55478,STARLINK-5691,95.84,43.01,560,558,0.0001969,,1
2023-015AG,55479,STARLINK-5688,95.84,43.01,560,558,0.0001368,,0.99
2023-015AH,55480,STARLINK-5690,95.84,43,560,558,0.0001278,,1.1
2023-015AJ,55481,STARLINK-5694,95.84,43,560,558,0.0001321,,1.09
2023-015AK,55482,STARLINK-5693,89.6,43,255,254,0.0000593,*D,1.4
2023-015AL,55483,STARLINK-5692,95.84,43,560,558,0.000145,,0.97
2023-015AM,55484,STARLINK-5696,95.84,43,560,558,0.0001172,,0.38
2023-015AN,55485,STARLINK-5695,95.84,43,560,558,0.000098,,0.43
2023-015AP,55486,STARLINK-5704,95.84,43,560,558,0.000183,,0.91
2023-015AQ,55487,STARLINK-5701,95.84,43,560,558,0.0001288,,0.36
2023-015AR,55488,STARLINK-5706,95.84,43,560,558,0.0001377,,0.92
2023-015AS,55489,STARLINK-5371,95.84,43.01,560,558,0.0001703,,0.44
2023-015AT,55490,STARLINK-5373,95.84,43,560,558,0.0001184,,0.91
2023-015AU,55491,STARLINK-5364,95.84,43,560,559,0.0000721,,0.79
2023-015AV,55492,STARLINK-5013,95.84,43,560,558,0.0001182,,0.85
2023-015AW,55493,STARLINK-5362,95.84,43,559,559,0.0000272,,0.91
2023-015AX,55494,STARLINK-5344,95.84,43,560,558,0.0001232,,1
2023-015AY,55495,STARLINK-5100,95.84,43,560,558,0.0001299,,1
2023-015BA,55497,STARLINK-5363,95.84,43.01,561,558,0.0002155,,1
2023-015BB,55498,STARLINK-5365,95.84,43,560,558,0.0001005,,1.07
2023-015BC,55499,STARLINK-5366,95.84,43,560,558,0.0001112,,0.35
2023-015BD,55500,STARLINK-5141,95.84,43,560,558,0.0001167,,1
2023-015BE,55501,STARLINK-5367,95.84,43,560,558,0.0000912,,1.34
2023-016A,55506,ELEKTRO-L 4,1436.12,0.05,35791,35783,0.0001002,*G,1.29
2023-017A,55508,AMAZONAS NEXUS,1436.13,0.04,35802,35772,0.0003614,*G,0.61
2023-020A,55569,STARLINK-5749,95.84,43,560,558,0.0001447,,0.98
2023-020B,55570,STARLINK-5737,95.84,43,560,558,0.0001228,,0.31
2023-020C,55571,STARLINK-5739,95.84,43,560,558,0.000089,,0.32
2023-020D,55572,STARLINK-5732,95.84,43,559,559,0.0000079,,0.32
2023-020E,55573,STARLINK-5738,95.84,43,560,558,0.000097,,0.85
2023-020F,55574,STARLINK-5747,95.84,43.01,560,558,0.0000896,,1.06
2023-020G,55575,STARLINK-5745,95.84,43,560,559,0.0000786,,0.33
2023-020H,55576,STARLINK-5751,95.84,43,560,558,0.0001166,,0.35
2023-020J,55577,STARLINK-5752,95.84,43,560,558,0.0001133,,0.86
2023-020K,55578,STARLINK-5713,95.84,43,560,558,0.0001676,,0.89
2023-020L,55579,STARLINK-5754,95.84,43,560,558,0.0001087,,0.28
2023-020M,55580,STARLINK-5757,95.84,43,560,558,0.0001246,,1.09
2023-020N,55581,STARLINK-5753,95.84,43,560,558,0.0000877,,0.93
2023-020P,55582,STARLINK-5741,95.89,43.01,562,561,0.0001248,,1.09
2023-020Q,55583,STARLINK-5742,95.84,43,560,559,0.0000809,,0.28
2023-020R,55584,STARLINK-5736,95.84,43,560,559,0.0000601,,0.28
2023-020S,55585,STARLINK-5769,95.84,43,560,558,0.000139,,0.31
2023-020T,55586,STARLINK-5767,95.84,43,560,558,0.0001356,,0.62
2023-020U,55587,STARLINK-5727,95.84,43,559,559,0.0000564,,0.35
2023-020V,55588,STARLINK-5728,95.84,43.01,560,558,0.0001211,,1.02
2023-020W,55589,STARLINK-5697,95.84,43,560,558,0.0001245,,0.35
2023-020X,55590,STARLINK-5762,95.84,43,560,558,0.0001193,,0.63
2023-020Y,55591,STARLINK-5760,95.84,43,559,559,0.0000594,,1.02
2023-020Z,55592,STARLINK-5759,95.84,43,560,559,0.000073,,0.83
2023-020AA,55593,STARLINK-5703,95.84,43,560,559,0.0000769,,0.83
2023-020AB,55594,STARLINK-5750,95.84,43,560,558,0.0001349,,0.31
2023-020AC,55595,STARLINK-5740,95.84,43,560,558,0.0001087,,0.63
2023-020AD,55596,STARLINK-5729,95.84,43,560,558,0.0000905,,0.84
2023-020AE,55597,STARLINK-5743,95.84,43,560,558,0.000111,,0.25
2023-020AF,55598,STARLINK-5756,95.84,43,560,558,0.0001401,,0.31
2023-020AG,55599,STARLINK-5761,95.84,43,560,559,0.0000725,,0.97
2023-020AH,55600,STARLINK-5755,95.84,43,560,558,0.000102,,1.05
2023-020AJ,55601,STARLINK-5744,95.84,43,560,558,0.0001254,,0.31
2023-020AK,55602,STARLINK-5764,95.84,43,560,558,0.0000976,,1.31
2023-020AL,55603,STARLINK-5735,95.84,43,560,558,0.0001155,,0.38
2023-020AM,55604,STARLINK-5748,95.84,43,560,559,0.0000644,,0.95
2023-020AN,55605,STARLINK-5725,95.84,43,560,559,0.0000742,,0.39
2023-020AQ,55607,STARLINK-5700,95.84,43.01,561,557,0.0002426,,0.33
2023-020AR,55608,STARLINK-5726,95.84,43,560,558,0.0001477,,1
2023-020AS,55609,STARLINK-5719,95.84,43,560,558,0.0001349,,0.33
2023-020AT,55610,STARLINK-5722,95.84,43,560,558,0.000116,,0.34
2023-020AU,55611,STARLINK-5730,95.84,43,560,559,0.0000647,,0.34
2023-020AV,55612,STARLINK-5734,95.83,43,560,558,0.0001489,,0.34
2023-020AW,55613,STARLINK-5715,95.84,43,560,558,0.0001245,,0.87
2023-020AX,55614,STARLINK-5714,95.84,43.01,560,558,0.0001364,,0.94
2023-020AY,55615,STARLINK-5712,95.84,43,560,558,0.0001334,,0.35
2023-020AZ,55616,STARLINK-5710,95.84,43,560,559,0.0000826,,0.89
2023-020BA,55617,STARLINK-5721,95.84,43,560,558,0.0000938,,0.88
2023-020BB,55618,STARLINK-5717,95.84,43,560,558,0.0001263,,0.36
2023-020BC,55619,STARLINK-5720,95.84,43,560,558,0.000093,,1.09
2023-020BD,55620,STARLINK-5718,95.84,43,560,558,0.0001188,,0.36
2023-020BE,55621,STARLINK-5709,95.84,43,560,558,0.000133,,0.35
2023-020BF,55622,STARLINK-5702,95.84,43,560,558,0.0001031,,0.3
2023-020BG,55623,STARLINK-5698,95.84,43.01,560,558,0.000115,,0.97
2023-021A,55628,STARLINK-5484,96.11,70,574,570,0.0002885,,0.67
2023-021B,55629,STARLINK-5497,96.11,70,574,570,0.0003163,,0.73
2023-021C,55630,STARLINK-5303,96.11,70,574,570,0.0002992,,0.67
2023-021D,55631,STARLINK-5558,96.11,70,574,570,0.0003123,,0.7
2023-021E,55632,STARLINK-5546,96.11,70,574,570,0.0003155,,0.68
2023-021F,55633,STARLINK-5498,96.11,70,574,570,0.000302,,0.68
2023-021G,55634,STARLINK-5500,96.11,70,574,570,0.0003069,,0.68
2023-021H,55635,STARLINK-5495,96.11,70,574,570,0.000299,,0.77
2023-021J,55636,STARLINK-5218,96.11,70,574,570,0.0003117,,0.69
2023-021K,55637,STARLINK-5062,96.11,70,574,570,0.0002947,,0.75
2023-021L,55638,STARLINK-5507,96.11,70,574,570,0.0003257,,0.69
2023-021M,55639,STARLINK-5508,96.11,70,574,570,0.0002843,,0.77
2023-021N,55640,STARLINK-5069,96.11,70,574,570,0.0002899,,0.78
2023-021P,55641,STARLINK-5065,96.11,70,574,570,0.0003329,,0.75
2023-021R,55643,STARLINK-5483,96.11,70,574,570,0.0003003,,0.74
2023-021S,55644,STARLINK-5502,96.11,70,574,570,0.000282,,0.76
2023-021U,55646,STARLINK-5104,96.11,70,574,570,0.0003476,,0.75
2023-021V,55647,STARLINK-5510,96.11,70,574,570,0.0002927,,0.73
2023-021W,55648,STARLINK-5501,96.11,70,574,570,0.0002788,,0.76
2023-021X,55649,STARLINK-5469,96.11,70,575,569,0.000416,,0.78
2023-021Y,55650,STARLINK-5494,96.11,70,574,570,0.0003182,,0.77
2023-021Z,55651,STARLINK-5506,96.11,70,574,570,0.000292,,0.75
2023-021AA,55652,STARLINK-5487,96.11,70,574,570,0.0002953,,0.71
2023-021AB,55653,STARLINK-5067,96.11,70,574,570,0.0003018,,0.73
2023-021AC,55654,STARLINK-5070,96.11,70,574,570,0.0002921,,0.74
2023-021AD,55655,STARLINK-5267,96.11,70,574,570,0.000284,,0.84
2023-021AE,55656,STARLINK-5326,96.11,70,574,570,0.0002934,,0.73
2023-021AF,55657,STARLINK-5328,96.11,70,574,570,0.0002764,,0.83
2023-021AG,55658,STARLINK-5307,96.11,70,574,570,0.000347,,0.72
2023-021AH,55659,STARLINK-5477,96.11,70,574,570,0.0002665,,0.23
2023-021AJ,55660,STARLINK-5467,96.11,70,574,570,0.0003176,,0.82
2023-021AK,55661,STARLINK-5475,96.11,70,574,570,0.0003015,,0.78
2023-021AL,55662,STARLINK-5479,96.11,70,574,570,0.0002824,,0.83
2023-021AM,55663,STARLINK-5473,96.11,70,575,570,0.0003174,,0.26
2023-021AN,55664,STARLINK-5480,96.11,70,574,570,0.0003304,,0.24
2023-021AP,55665,STARLINK-5474,96.11,70,574,570,0.000298,,0.26
2023-021AR,55667,STARLINK-5456,96.11,70,574,570,0.0002976,,0.27
2023-021AS,55668,STARLINK-5455,96.11,70,575,570,0.0003605,,0.25
2023-021AT,55669,STARLINK-5459,96.11,70,574,570,0.0003154,,0.25
2023-021AU,55670,STARLINK-5423,96.11,70,574,570,0.0003117,,0.8
2023-021AV,55671,STARLINK-5460,96.11,70,574,570,0.0003064,,0.82
2023-021AX,55673,STARLINK-5463,96.11,70,574,570,0.0003029,,0.8
2023-021AY,55674,STARLINK-5462,96.11,70,574,570,0.0003018,,0.28
2023-021AZ,55675,STARLINK-5232,96.11,70,574,570,0.000319,,0.82
2023-021BA,55676,STARLINK-5300,96.11,70,574,570,0.0003311,,0.34
2023-021BB,55677,STARLINK-5324,96.11,70,574,570,0.0003278,,0.28
2023-021BC,55678,STARLINK-5314,96.07,70,572,568,0.0003187,,0.28
2023-023A,55686,ZHONGXING-26,1436.11,0.07,35799,35775,0.0002904,*G,0.4
2023-025A,55690,HORUS 1,94.51,97.4,497,493,0.0002764,,0.24
2023-028A,55741,STARLINK-5592,96.11,70,574,570,0.0002917,,0.61
2023-028B,55742,STARLINK-5594,96.11,70,574,570,0.0003055,,0.6
2023-028C,55743,STARLINK-5602,96.11,70,574,570,0.0002999,,0.6
2023-028D,55744,STARLINK-5601,96.1,70,574,570,0.0002654,,0.6
2023-028E,55745,STARLINK-5565,93.02,70,424,420,0.0003191,,0.33
2023-028F,55746,STARLINK-5579,96.11,70,574,570,0.0003078,,0.57
2023-028G,55747,STARLINK-5539,96.11,70,574,570,0.0002854,,0.55
2023-028H,55748,STARLINK-5580,96.11,70,574,570,0.0002787,,0.62
2023-028J,55749,STARLINK-5560,96.11,70,574,570,0.0002861,,0.56
2023-028K,55750,STARLINK-5573,96.11,70,574,570,0.0002934,,0.56
2023-028L,55751,STARLINK-5577,96.11,70,574,570,0.0002925,,0.54
2023-028M,55752,STARLINK-5613,96.11,70,574,570,0.0002982,,0.58
2023-028N,55753,STARLINK-5617,96.11,70,574,570,0.0002734,,0.57
2023-028P,55754,STARLINK-5612,96.11,70,574,570,0.0002891,,0.57
2023-028Q,55755,STARLINK-5619,96.11,70,574,570,0.0002779,,0.59
2023-028R,55756,STARLINK-5614,96.11,70,574,570,0.0002645,,0.59
2023-028S,55757,STARLINK-5544,96.11,70,574,570,0.0002786,,0.57
2023-028T,55758,STARLINK-5072,96.11,70,574,570,0.00028,,0.58
2023-028U,55759,STARLINK-5081,94.97,70,519,515,0.0003136,,0.5
2023-028V,55760,STARLINK-5532,96.11,70,574,570,0.0003055,,0.6
2023-028W,55761,STARLINK-5611,96.11,70,574,570,0.0002994,,0.68
2023-028X,55762,STARLINK-5603,96.11,70,574,570,0.0002711,,0.63
2023-028Y,55763,STARLINK-5593,96.11,70,574,570,0.0003023,,0.59
2023-028Z,55764,STARLINK-5499,96.11,70,574,570,0.000319,,0.62
2023-028AA,55765,STARLINK-5595,96.11,70,574,570,0.0003313,,0.62
2023-028AB,55766,STARLINK-5599,96.11,70,574,570,0.0003092,,0.65
2023-028AC,55767,STARLINK-5606,96.11,70,574,570,0.0003107,,0.62
2023-028AD,55768,STARLINK-5583,96.11,70,574,570,0.0003331,,0.63
2023-028AE,55769,STARLINK-5584,96.11,70,574,570,0.0003096,,0.64
2023-028AF,55770,STARLINK-5557,96.11,70,574,570,0.0003123,,0.64
2023-028AG,55771,STARLINK-5591,96.11,70,574,570,0.0003022,,0.65
2023-028AH,55772,STARLINK-5835,96.11,70,574,570,0.0002745,,0.67
2023-028AJ,55773,STARLINK-5833,96.11,70,574,570,0.0002676,,0.65
2023-028AK,55774,STARLINK-5812,96.11,70,574,570,0.0003125,,0.65
2023-028AL,55775,STARLINK-5809,96.11,70,574,570,0.0003045,,0.66
2023-028AM,55776,STARLINK-5810,96.11,70,574,570,0.0002881,,0.68
2023-028AN,55777,STARLINK-5814,96.11,70,574,570,0.0002857,,0.6
2023-028AP,55778,STARLINK-5816,96.11,70,574,570,0.0003036,,0.67
2023-028AQ,55779,STARLINK-5817,96.11,70,574,570,0.0003133,,0.7
2023-028AR,55780,STARLINK-5819,96.11,70,574,570,0.0002956,,0.67
2023-028AS,55781,STARLINK-5820,96.11,70,574,570,0.0003169,,0.66
2023-028AT,55782,STARLINK-5826,96.11,70,574,570,0.0003149,,0.7
2023-028AU,55783,STARLINK-5825,96.11,70,574,570,0.000312,,0.7
2023-028AV,55784,STARLINK-5797,96.11,70,574,570,0.0003011,,0.65
2023-028AW,55785,STARLINK-5818,96.11,70,574,570,0.0002961,,0.71
2023-028AX,55786,STARLINK-5823,96.11,70,574,570,0.000299,,0.72
2023-028AY,55787,STARLINK-5811,96.11,70,574,570,0.0003071,,0.71
2023-028AZ,55788,STARLINK-5804,96.11,70,574,570,0.000314,,0.72
2023-028BA,55789,STARLINK-5815,96.11,70,574,570,0.0002997,,0.67
2023-028BB,55790,STARLINK-5813,96.11,70,574,570,0.0003062,,0.67
2023-028BC,55791,STARLINK-5807,96.11,70,574,570,0.0003137,,0.66
2023-029A,55796,ONEWEB-0530,109.03,87.93,1183,1180,0.0001789,,0.54
2023-029B,55797,ONEWEB-0534,109.03,87.93,1183,1181,0.0001653,,1.01
2023-029C,55798,ONEWEB-0556,109.03,87.93,1183,1181,0.0001092,,0.54
2023-029D,55799,ONEWEB-0562,109.03,87.93,1183,1181,0.0001609,,0.56
2023-029E,55800,ONEWEB-0563,109.03,87.93,1183,1181,0.0001523,,0.56
2023-029F,55801,ONEWEB-0564,109.03,87.93,1183,1180,0.0001759,,0.57
2023-029G,55802,ONEWEB-0638,109.55,87.9,1207,1205,0.0001221,,0.54
2023-029H,55803,ONEWEB-0639,109.11,87.92,1187,1184,0.0002012,,0.93
2023-029J,55804,ONEWEB-0640,109.55,87.9,1207,1205,0.0001023,,0.53
2023-029K,55805,ONEWEB-0641,109.11,87.91,1187,1184,0.0001859,,0.93
2023-029L,55806,ONEWEB-0642,109.11,87.91,1187,1184,0.0002225,,0.94
2023-029M,55807,ONEWEB-0643,109.55,87.9,1208,1204,0.0002429,,0.48
2023-029N,55808,ONEWEB-0644,109.11,87.92,1187,1184,0.0002021,,0.86
2023-029P,55809,ONEWEB-0645,109.11,87.92,1187,1185,0.0001549,,0.87
2023-029Q,55810,ONEWEB-0646,109.11,87.92,1187,1184,0.0001961,,0.91
2023-029R,55811,ONEWEB-0648,109.55,87.9,1207,1204,0.0001763,,0.52
2023-029S,55812,ONEWEB-0649,109.11,87.91,1187,1184,0.0001762,,0.88
2023-029T,55813,ONEWEB-0650,109.11,87.91,1187,1184,0.0001834,,0.88
2023-029U,55814,ONEWEB-0652,109.55,87.9,1207,1204,0.0001829,,0.54
2023-029V,55815,ONEWEB-0653,109.55,87.9,1207,1205,0.0001604,,0.47
2023-029W,55816,ONEWEB-0654,109.55,87.9,1207,1204,0.0001769,,0.48
2023-029X,55817,ONEWEB-0656,109.03,87.93,1183,1180,0.0002144,,0.58
2023-029Y,55818,ONEWEB-0657,109.11,87.91,1188,1184,0.0002578,,0.88
2023-029Z,55819,ONEWEB-0658,109.11,87.91,1187,1184,0.0002013,,0.89
2023-029AA,55820,ONEWEB-0660,109.55,87.9,1207,1205,0.0001476,,0.5
2023-029AB,55821,ONEWEB-0661,109.55,87.9,1207,1205,0.0001368,,0.47
2023-029AC,55822,ONEWEB-0662,109.55,87.9,1207,1205,0.0001547,,0.58
2023-029AD,55823,ONEWEB-0663,109.02,87.93,1183,1180,0.0001566,,0.51
2023-029AE,55824,ONEWEB-0664,109.03,87.93,1183,1181,0.0001405,,0.59
2023-029AF,55825,ONEWEB-0665,109.55,87.9,1207,1205,0.0001601,,0.93
2023-029AG,55826,ONEWEB-0666,109.03,87.93,1183,1180,0.0001964,,0.52
2023-029AH,55827,ONEWEB-0667,109.03,87.93,1183,1181,0.0001571,,0.53
2023-029AJ,55828,ONEWEB-0669,109.03,87.93,1183,1180,0.000185,,0.53
2023-029AK,55829,ONEWEB-0670,109.55,87.9,1207,1205,0.0001279,,0.49
2023-029AL,55830,ONEWEB-0671,109.11,87.91,1187,1185,0.000145,,0.51
2023-029AM,55831,ONEWEB-0672,109.03,87.93,1183,1180,0.0002052,,0.61
2023-029AN,55832,ONEWEB-0673,109.11,87.91,1187,1184,0.0001912,,0.92
2023-029AP,55833,ONEWEB-0674,109.55,87.9,1207,1205,0.0001182,,0.52
2023-029AQ,55834,ONEWEB-0675,109.11,87.92,1187,1184,0.0002148,,0.9
2023-029AR,55835,ONEWEB-0720,109.11,87.92,1187,1184,0.0001719,,0.91
2023-030A,55836,TIANHUI 6A,102.76,99.01,889,889,0.0000549,,0.27
2023-030D,55839,TIANHUI 6B,102.76,99.01,891,888,0.0001978,,0.27
2023-031A,55841,LUCH-5X (OLYMP-K 2),1436.09,0.02,35791,35782,0.000106,*G,1.16
2023-032A,55844,HORUS 2,94.52,97.41,500,491,0.0006428,,0.27
2023-034A,55861,SHIYAN 19 (SY-19),93.65,97.44,460,446,0.0010456,,0.26
2023-035A,55908,ELECTRON KICK STAGE R/B,95.91,44.18,566,559,0.0005102,,0.52
2023-035B,55909,CAPELLA-10-WHITNEY,93.94,43.99,481,454,0.0019734,,0.42
2023-035C,55910,CAPELLA-9-WHITNEY,93.32,43.98,453,421,0.0023347,,0.49
2023-036A,55912,GAOFEN-13 02,1436.09,1.57,35803,35770,0.0003975,*G,0.79
2023-037A,55914,STARLINK-5856,96.11,70,574,570,0.0002833,,0.58
2023-037B,55915,STARLINK-5859,96.11,70,573,571,0.000143,,0.6
2023-037C,55916,STARLINK-5796,96.11,70,574,570,0.0003011,,0.59
2023-037D,55917,STARLINK-5855,94.08,69.99,478,470,0.0006188,,0.58
2023-037E,55918,STARLINK-5867,96.11,70,574,570,0.0002552,,0.59
2023-037F,55919,STARLINK-5871,96.11,70,574,570,0.0002312,,0.6
2023-037G,55920,STARLINK-5862,96.11,70,574,570,0.0002809,,0.59
2023-037H,55921,STARLINK-5861,96.11,70,574,570,0.0002821,,0.62
2023-037J,55922,STARLINK-5863,96.11,70,574,570,0.0002881,,0.61
2023-037K,55923,STARLINK-5854,96.11,70,574,570,0.000283,,0.54
2023-037L,55924,STARLINK-5849,96.11,70,574,570,0.0002972,,0.47
2023-037M,55925,STARLINK-5922,96.11,70,574,570,0.0003201,,0.62
2023-037N,55926,STARLINK-5921,96.11,70,574,570,0.0002912,,0.61
2023-037P,55927,STARLINK-5919,96.11,70,574,570,0.0002883,,0.56
2023-037Q,55928,STARLINK-5930,96.11,70,574,570,0.0002819,,0.57
2023-037R,55929,STARLINK-5898,92.91,70,419,415,0.0003399,,0.5
2023-037S,55930,STARLINK-5896,96.11,70,574,570,0.0002321,,0.57
2023-037T,55931,STARLINK-5897,96.11,70,574,570,0.0002957,,0.57
2023-037U,55932,STARLINK-5848,96.11,70,574,570,0.0002679,,0.54
2023-037V,55933,STARLINK-5852,96.11,70,574,570,0.0002671,,0.61
2023-037W,55934,STARLINK-5927,96.11,70,574,570,0.0002387,,0.57
2023-037X,55935,STARLINK-5920,96.11,70,574,570,0.0002352,,0.62
2023-037Y,55936,STARLINK-5882,96.11,70,574,570,0.0002741,,0.61
2023-037Z,55937,STARLINK-5913,96.11,70,574,570,0.0002718,,0.62
2023-037AA,55938,STARLINK-5909,96.11,70,574,570,0.0003156,,0.62
2023-037AB,55939,STARLINK-5918,96.11,70,574,570,0.0002317,,0.57
2023-037AC,55940,STARLINK-5864,96.11,70,574,570,0.000281,,0.56
2023-037AD,55941,STARLINK-5914,96.11,70,574,570,0.0002808,,0.6
2023-037AE,55942,STARLINK-5917,96.11,70,574,570,0.0002854,,0.59
2023-037AF,55943,STARLINK-5932,96.11,70,574,570,0.0002604,,0.58
2023-037AG,55944,STARLINK-5926,96.11,70,574,570,0.0002333,,0.58
2023-037AH,55945,STARLINK-5925,96.11,70,574,570,0.0002817,,0.57
2023-037AJ,55946,STARLINK-5857,96.11,70,574,570,0.0002913,,0.57
2023-037AK,55947,STARLINK-5851,96.11,70,574,570,0.0002684,,0.59
2023-037AL,55948,STARLINK-5900,96.11,70,574,570,0.0002773,,0.56
2023-037AM,55949,STARLINK-5899,96.11,70,574,570,0.0002771,,0.55
2023-037AN,55950,STARLINK-5911,96.11,70,574,570,0.000295,,0.57
2023-037AP,55951,STARLINK-5908,96.11,70,574,570,0.0002801,,0.59
2023-037AQ,55952,STARLINK-5893,96.11,70,574,570,0.0002679,,0.56
2023-037AR,55953,STARLINK-5889,96.11,70,574,570,0.0002998,,0.55
2023-037AS,55954,STARLINK-5892,96.11,70,574,570,0.0002683,,0.52
2023-037AT,55955,STARLINK-5878,96.11,70,574,571,0.0002339,,0.57
2023-037AU,55956,STARLINK-5883,96.11,70,574,570,0.0002933,,0.6
2023-037AV,55957,STARLINK-5884,96.11,70,574,570,0.0002399,,0.57
2023-037AW,55958,STARLINK-5928,96.11,70,574,570,0.0002189,,0.58
2023-037AX,55959,STARLINK-5929,96.11,70,574,570,0.0002741,,0.58
2023-037AY,55960,STARLINK-5938,96.11,70,574,570,0.0002459,,0.57
2023-037AZ,55961,STARLINK-5933,96.11,70,574,570,0.0002671,,0.59
2023-037BA,55962,STARLINK-5906,96.11,70,574,570,0.0002893,,0.62
2023-037BB,55963,STARLINK-5924,96.11,70,574,570,0.0002469,,0.59
2023-037BC,55964,STARLINK-5895,96.11,70,574,570,0.0002781,,0.5
2023-037BD,55965,STARLINK-5894,96.11,70,574,570,0.0002527,,0.6
2023-038A,55970,SES-18,1436.09,0.06,35798,35775,0.0002749,*G,0.48
2023-038B,55971,SES-19,1436.08,0.02,35793,35780,0.0001527,*G,0.88
2023-039A,55973,TIANMU-1 03,94.1,97.48,478,471,0.0005039,,0.24
2023-039B,55974,TIANMU-1 04,94.09,97.48,478,470,0.0006029,,0.28
2023-039C,55975,TIANMU-1 05,94.1,97.48,478,472,0.0004575,,0.28
2023-039D,55976,TIANMU-1 06,94.08,97.48,477,471,0.0005027,,0.26
2023-040A,55978,COSMOS 2567,94.27,97.59,489,477,0.000929,,0.25
2023-041B,55982,GLOBAL-19,93.57,42.01,451,447,0.000247,,1.31
2023-042A,55986,STARLINK-5905,95.84,43,560,558,0.0001863,,0.72
2023-042B,55987,STARLINK-5915,95.84,43,560,559,0.0000745,,0.74
2023-042C,55988,STARLINK-5916,95.79,43,558,555,0.0001753,,0.8
2023-042D,55989,STARLINK-5947,95.84,43,560,558,0.0001,,0.8
2023-042E,55990,STARLINK-5946,95.84,43,560,559,0.0000763,,0.79
2023-042F,55991,STARLINK-5948,95.84,43,560,558,0.0001337,,0.75
2023-042H,55993,STARLINK-5969,95.84,43,560,558,0.000094,,1.13
2023-042J,55994,STARLINK-5956,95.84,43,560,558,0.0001202,,0.74
2023-042K,55995,STARLINK-5957,95.84,43,560,558,0.0001026,,0.74
2023-042L,55996,STARLINK-5903,95.84,43,560,558,0.0001331,,0.69
2023-042N,55998,STARLINK-5902,95.84,43,560,558,0.0001268,,0.89
2023-042P,55999,STARLINK-5901,95.84,43,560,558,0.0001146,,0.88
2023-042Q,56000,STARLINK-5910,95.84,43,560,558,0.0001014,,0.84
2023-042R,56001,STARLINK-5944,95.84,43.01,560,558,0.0001219,,0.76
2023-042S,56002,STARLINK-5799,95.84,43,560,558,0.0001838,,0.7
2023-042T,56003,STARLINK-5789,95.84,43,560,558,0.0001361,,0.69
2023-042U,56004,STARLINK-5787,95.84,43,560,558,0.0001398,,0.84
2023-042V,56005,STARLINK-5801,95.84,43,560,558,0.0001595,,0.9
2023-042W,56006,STARLINK-5794,95.84,43,560,558,0.0001208,,0.71
2023-042X,56007,STARLINK-5806,95.84,43,560,558,0.000122,,0.84
2023-042Y,56008,STARLINK-5803,95.89,43,562,561,0.000079,,0.71
2023-042Z,56009,STARLINK-5964,95.84,43,560,558,0.0001199,,0.84
2023-042AA,56010,STARLINK-5968,95.84,43,560,558,0.0001272,,0.92
2023-042AB,56011,STARLINK-5936,95.84,43,560,558,0.0001222,,0.92
2023-042AC,56012,STARLINK-5940,95.84,43,560,559,0.0000764,,0.91
2023-042AD,56013,STARLINK-5941,95.84,43,560,558,0.0001298,,0.85
2023-042AE,56014,STARLINK-5942,95.84,43,560,558,0.0001325,,0.85
2023-042AF,56015,STARLINK-5939,95.84,43.01,560,558,0.0001315,,0.25
2023-042AG,56016,STARLINK-5943,95.84,43,560,559,0.0000589,,0.87
2023-042AH,56017,STARLINK-5934,95.84,43,560,558,0.0001254,,0.86
2023-042AJ,56018,STARLINK-5945,95.84,43,560,558,0.0001397,,0.8
2023-042AK,56019,STARLINK-5949,95.84,43,560,558,0.0000938,,0.26
2023-042AL,56020,STARLINK-5912,95.84,43,560,558,0.0001101,,0.73
2023-042AM,56021,STARLINK-5907,95.84,43.01,559,559,0.0000197,,0.26
2023-042AN,56022,STARLINK-5783,95.84,43,560,558,0.0001348,,0.55
2023-042AP,56023,STARLINK-5771,95.83,43.01,562,556,0.0003839,,0.94
2023-042AQ,56024,STARLINK-5772,95.84,43,560,558,0.0001248,,0.82
2023-042AR,56025,STARLINK-5766,95.84,43,560,558,0.0000966,,0.84
2023-042AS,56026,STARLINK-5770,95.84,43,560,558,0.0001308,,0.55
2023-042AT,56027,STARLINK-5777,95.84,43.01,561,557,0.0002646,,0.81
2023-042AU,56028,STARLINK-5779,95.84,43,560,558,0.0001497,,0.76
2023-042AV,56029,STARLINK-5774,95.84,43,560,558,0.0001182,,0.55
2023-042AW,56030,STARLINK-5781,95.84,43.01,560,558,0.0001122,,0.23
2023-042AX,56031,STARLINK-5785,95.84,43,560,558,0.0001218,,0.96
2023-042AY,56032,STARLINK-5786,95.84,43,560,558,0.0001451,,0.24
2023-042BA,56034,STARLINK-5782,95.84,43,560,559,0.0000807,,1.5
2023-042BB,56035,STARLINK-5792,95.84,43,560,558,0.0001025,,0.76
2023-042BC,56036,STARLINK-5790,95.84,43,560,558,0.0000887,,0.24
2023-042BD,56037,STARLINK-5758,95.84,43,560,558,0.0001369,,0.22
2023-042BE,56038,STARLINK-5793,95.84,43,560,558,0.0001617,,0.91
2023-042BF,56039,STARLINK-5795,95.84,43,559,559,0.0000498,,0.55
2023-042BG,56040,STARLINK-5798,95.84,43.01,560,558,0.0001282,,0.22
2023-042BH,56041,STARLINK-5800,95.84,43,560,558,0.0001307,,0.56
